#bpm=160
2,2625,0
1,3000,1
2,3375,0
1,3937,1
2,4125,0
1,4500,1
2,4875,0
1,5437,1
2,5625,0
1,6000,3
2,6375,0
1,6937,3
2,7125,0
1,7500,3
2,7875,0
1,8437,3
2,8625,0
1,9000,1
1,9281,1
1,9562,1
1,9937,1
1,10125,1
1,10500,3
1,10781,3
1,11062,3
1,11437,3
1,11625,3
1,12000,1
1,12281,1
1,12562,1
1,12937,1
1,13125,1
1,13500,3
1,13781,3
1,14062,3
1,14437,3
2,14625,0
1,15000,1
1,15281,1
1,15656,1
1,16500,3
1,16687,3
1,17156,3
1,18000,1
1,18281,1
1,18750,3
1,19031,3
1,19406,1
1,19687,3
2,20062,0
1,21000,1
1,21281,1
1,21562,1
1,21937,1
1,22218,1
1,22500,3
1,22781,3
1,23062,3
1,23437,3
1,23718,3
1,24000,1
1,24281,1
1,24562,1
1,24937,1
1,25218,1
2,25500,0
2,26062,0
3,26625,2
3,26718,2
3,26812,2
3,26906,2
1,27000,1
2,27375,0
1,27656,1
1,27937,1
2,28125,0
1,28500,3
2,28875,0
1,29156,3
1,29437,3
2,29625,0
1,30000,1
2,30375,0
1,30656,1
1,30937,1
2,31125,0
1,31500,3
2,31875,0
1,32156,3
1,32437,3
2,32625,0
1,33000,1
1,33281,1
1,33656,1
1,33937,1
1,34500,3
1,34781,3
1,35156,3
1,35437,3
1,36000,1
1,36281,1
1,36656,1
1,36937,1
2,37500,0
2,38156,0
3,38625,2
3,38812,2
1,39000,3
1,39187,3
2,39375,0
1,39937,3
2,40125,0
1,40500,3
1,40687,3
2,40875,0
1,41437,3
2,41625,0
1,42000,1
1,42187,1
2,42375,0
1,42937,1
2,43125,0
1,43500,1
1,43687,1
2,43875,0
1,44437,1
2,44625,0
1,45000,1
1,45187,1
1,45375,3
1,45562,1
1,45937,1
1,46125,3
1,46500,3
1,46687,3
1,46875,1
1,47062,3
1,47437,3
1,47625,1
1,48000,1
1,48187,1
1,48375,3
1,48562,1
1,48937,1
1,49125,3
1,49500,3
1,49687,3
1,49875,1
1,50062,3
1,50437,3
1,50625,1
1,50718,3
1,50812,1
1,50906,3
3,51000,2
3,51187,2
3,51281,2
3,51468,2
3,51656,2
3,51750,3
3,51843,3
3,51937,3
3,52031,3
3,52125,1
3,52218,1
3,52312,1
3,52406,1
1,52500,1
1,52781,1
1,53156,1
1,53437,1
1,54000,3
1,54281,3
1,54750,1
1,55031,1
1,55218,1
1,55406,3
1,55687,3
2,56062,0
2,56625,0
1,57000,1
1,57187,1
1,57375,3
1,57656,1
1,57937,1
1,58125,3
1,58500,3
1,58687,3
1,58875,1
1,59156,3
1,59437,3
1,59625,1
1,60000,1
1,60187,1
1,60375,3
1,60656,1
1,60937,1
1,61125,3
2,61500,0
2,62062,0
3,62625,2
3,62812,2
1,63000,3
1,63187,3
1,63375,1
1,63562,3
1,63750,3
1,63937,3
1,64125,1
1,64500,1
1,64687,1
1,64875,3
1,65062,1
1,65250,1
1,65437,1
1,65625,3
1,66000,3
1,66187,3
1,66375,1
1,66562,3
1,66750,3
1,66937,3
1,67125,1
1,67500,1
1,67687,1
1,67875,3
1,68062,1
1,68250,1
1,68437,1
1,68625,3
1,69000,1
1,69187,1
2,69375,0
1,69937,1
2,70125,0
1,70500,3
1,70687,3
2,70875,0
1,71437,3
2,71625,0
1,72000,1
1,72187,1
2,72375,0
1,72937,1
2,73125,0
3,73500,2
3,73687,2
3,73875,2
3,74062,2
3,74156,2
1,74250,3
3,74437,2
3,74531,2
1,74625,1
1,75000,3
1,75562,3
1,76125,3
1,76687,3
1,77250,3
1,77812,3
1,78375,3
1,78937,3
1,79500,3
1,80062,3
1,81000,1
3,81000,3
3,81093,3
3,81187,3
3,81281,3
1,81562,1
3,81562,3
3,81656,3
3,81750,3
3,81843,3
1,82125,1
3,82125,3
3,82218,3
3,82312,3
3,82406,3
1,82687,1
3,82687,3
3,82781,3
3,82875,3
3,82968,3
1,83250,1
3,83250,3
3,83343,3
3,83437,3
3,83531,3
1,83812,1
3,83812,3
3,83906,3
3,84000,3
3,84093,3
1,84375,1
3,84375,3
3,84468,3
3,84562,3
3,84656,3
1,84937,1
3,84937,3
3,85031,3
3,85125,3
3,85218,3
1,85500,1
3,85500,3
3,85593,3
3,85687,3
3,85875,1
3,85968,1
3,86062,1
3,86156,1
3,86343,3
3,86437,3
3,86625,2
3,86718,2
3,86812,2
3,86906,2
1,87000,3
1,87281,3
1,87562,3
1,88500,3
1,88687,3
1,89156,3
1,90000,3
1,90281,3
1,90750,3
1,91031,3
1,91500,3
2,92062,0
1,93000,1
1,93281,1
1,93562,1
1,94500,1
1,94781,1
1,95062,1
1,96000,1
1,96281,1
1,96562,1
3,97500,3
3,97593,3
3,97687,3
3,97781,3
3,97875,2
3,97968,2
3,98062,2
3,98156,2
3,98250,1
3,98343,1
3,98437,1
2,98625,0
1,99000,1
1,99281,1
1,99468,1
1,99656,1
1,99843,1
1,100031,1
1,100500,3
1,100781,3
1,100968,3
2,101156,0
1,102000,1
1,102281,1
1,102750,3
1,103031,3
3,103312,2
1,103500,1
1,103781,1
3,104062,2
3,104156,2
3,104250,3
3,104343,3
3,104437,2
3,104531,2
3,104625,1
3,104718,1
3,104812,2
3,104906,2
1,105000,1
1,105281,1
1,105562,1
3,106125,2
1,106406,3
1,106781,3
1,107062,3
3,107625,2
1,107906,1
1,108281,1
1,108562,1
3,109125,2
2,109500,0
2,110062,0
1,110625,3
3,110718,2
1,110812,1
3,110906,2
2,111000,0
2,111562,0
2,111937,0
1,112500,1
1,112687,1
1,112875,3
1,112968,1
1,113062,3
1,113156,1
1,113250,3
2,113625,0
1,114000,3
3,114093,2
3,114187,1
1,114281,3
3,114375,2
3,114468,1
1,114562,3
3,114656,2
3,114750,1
1,114843,3
3,114937,2
3,115031,1
1,115125,3
3,115218,2
3,115312,1
1,115500,1
1,115687,1
1,115875,1
1,116062,1
1,116250,1
3,116625,2
1,117000,3
1,117187,3
2,117375,0
1,117937,3
2,118125,0
1,118500,1
1,118687,1
2,118875,0
1,119437,1
2,119625,0
1,120000,3
3,121500,2
3,121687,3
3,121781,3
3,121875,2
3,121968,2
3,122062,1
3,122156,1
3,122250,2
3,122343,2
3,122437,2
3,122531,2
2,122625,0
