#bpm=160
1,3375,1
1,4125,1
1,4875,3
1,5625,3
1,6375,1
1,7125,1
1,7875,3
1,8625,3
1,9000,1
1,9375,1
1,9750,1
1,10500,3
1,10875,3
1,11250,3
1,12000,1
1,12375,1
1,12750,1
1,13500,3
1,13875,3
1,14250,3
1,15000,1
1,16500,3
1,18000,1
1,18750,3
1,19406,1
2,20062,0
1,21000,1
3,21281,3
3,21562,3
3,21937,3
1,22500,3
3,22781,1
3,23062,1
3,23437,1
1,24000,1
3,24281,3
3,24562,3
3,24937,3
2,25500,0
3,26625,2
3,26718,2
3,26812,2
1,27000,1
1,27375,1
1,27750,1
1,28500,3
1,28875,3
1,29250,3
1,30000,1
1,30375,1
1,30750,3
1,31125,3
1,31500,1
1,31875,1
2,32250,0
1,33000,1
1,33375,1
1,33750,1
1,34500,3
1,34875,3
1,35250,3
1,36000,1
1,36375,1
1,36750,1
2,37500,0
3,38625,2
1,39000,3
1,39375,3
1,40125,3
1,40500,3
1,40875,3
1,41625,3
1,42000,1
1,42375,1
1,43125,1
1,43500,1
1,43875,1
1,44625,1
1,45000,3
1,45375,3
1,45750,3
1,46500,1
1,46875,1
1,47250,1
1,48000,3
1,48375,1
1,48750,3
1,49500,1
1,49875,3
1,50250,1
2,51000,0
3,52125,2
3,52218,2
3,52312,2
1,52500,3
1,52875,3
1,53250,3
1,54000,1
1,54375,1
1,54750,3
1,55125,3
1,55500,1
1,55875,1
2,56250,0
1,57000,1
1,57375,1
1,57750,1
1,58500,3
1,58875,3
1,59250,3
1,60000,1
1,60375,1
1,60750,1
2,61500,0
1,63000,3
1,63375,3
1,63750,3
1,64125,3
1,64500,1
1,64875,1
1,65250,1
1,65625,1
1,66000,3
1,66375,3
1,66750,3
1,67125,3
1,67500,1
1,67875,1
1,68250,1
1,68625,1
1,69000,3
1,69375,3
1,70125,3
1,70500,1
1,70875,1
1,71625,1
1,72000,3
1,72375,3
1,73125,3
2,73500,0
3,74625,2
3,74812,2
1,75000,3
1,76125,3
1,77250,3
1,78375,3
1,79500,3
1,81000,1
3,81562,3
1,82125,1
3,82687,3
1,83250,1
3,83812,3
1,84375,1
3,84937,3
1,85500,1
2,85875,0
3,87000,3
3,87281,3
3,87562,3
3,88500,1
3,88687,1
3,89156,1
3,90000,3
3,90281,3
3,90750,1
3,91031,1
3,91406,3
3,91687,3
3,92062,2
3,93000,3
3,93281,3
3,93562,3
3,94406,1
3,94781,1
3,95062,1
3,95906,3
3,96281,3
3,96562,3
2,97500,0
3,98625,2
1,99000,1
1,99375,1
1,99750,1
1,100125,1
1,100500,3
1,100875,3
1,101250,3
1,102000,1
1,102375,1
1,102750,3
1,103125,3
1,103500,1
1,103875,1
2,104250,0
1,105000,1
1,105375,1
1,105750,1
1,106500,3
1,106875,3
1,107250,3
1,108000,1
1,108375,1
1,108750,3
1,109125,3
2,109500,0
3,110625,2
1,111000,1
3,111656,2
3,111937,2
3,112500,1
3,112875,1
3,113250,3
3,113625,3
1,114000,3
1,114375,3
1,114750,3
1,115125,3
1,115500,1
1,115875,1
1,116250,1
1,116625,1
1,117000,3
1,117375,3
1,118125,3
1,118500,1
1,118875,1
1,119625,1
2,120000,0
3,121500,2
1,121875,3
1,122250,1
3,122625,2
